x,y,ymin,ymax
0.011088252403758783,0.011062567496986205,0.003408070091811492,0.03345856484986684
0.013632933299805023,0.010684934366993904,0.0023998441860906923,0.031015490889697427
0.016761601701448397,0.009752809910575554,0.002516114399758404,0.025786786491427138
0.020608278894903433,0.008820532138213485,0.0019762540405135905,0.025982849938822883
0.0253377431688657,0.008575224130255051,0.0025832127996499475,0.024829217437077545
0.031152588344006367,0.008564736581797695,0.002351706068306043,0.02825320891765372
0.038301902188495746,0.009414195337445187,0.0024609369249094307,0.02823573511615032
0.047091936472731265,0.013222875451176895,0.0036440321834079583,0.03484549384082724
0.05789922573134877,0.018844650688959807,0.0054448472995143405,0.05033415225765911
0.07118671669471166,0.027149243240963822,0.007816958765963675,0.06383039353197706
0.08752359931869319,0.03968186001561409,0.013143325402700351,0.08445668673000478
0.1076096889051806,0.05402064856782344,0.02294109276368428,0.10866870918879357
0.1323054037586471,0.07308909454181631,0.03637793053501422,0.13956764759860374
0.1626686225174647,0.09684396453005494,0.0492975728318396,0.17599229276243486
0.19999999999999998,0.12101872822177619,0.0702251070569519,0.21641463741452044
0.24589868273892496,0.15018520948893022,0.08954337012990707,0.2601410677788225
0.30233081086369235,0.18285993615840174,0.11205045665265245,0.30556933167496875
0.3717137407138651,0.2117112628262946,0.13621106908496258,0.3511898786039907
0.4570195959874887,0.23892926561242636,0.15923268826475365,0.38527622472315903
0.5619025831959957,0.26178872182697466,0.18077829175444077,0.4138822292344805
0.6908555251774727,0.2748839976698746,0.19505214177994978,0.4148460363295824
0.8494023180202439,0.27440440756493945,0.19746487692769532,0.40913690380102835
1.044334555582837,0.257993192260147,0.18729120107137068,0.3744514845373002
1.2840024577828009,0.2306247395396881,0.16427464382825568,0.3416363105530656
1.5786725650116644,0.19043157749277967,0.13065539390495115,0.2875583320420765
1.9409675210622408,0.1420636485515171,0.09207554879049538,0.22677194561855477
2.3864067833412084,0.09590398941230677,0.059726930463521885,0.1562979480952287
2.934071422514191,0.06280363890941407,0.03670474321062487,0.10410685629828785
3.607421489290817,0.040009239196762476,0.023267374047024728,0.07075354765135419
