x,y,ymin,ymax
0.011088252403758783,0.0016114125817829948,0.0004301774568812567,0.004763785560610541
0.013632933299805023,0.0029746345331504594,0.0008019228000033372,0.010386739819111665
0.016761601701448397,0.0075856456711676425,0.002530313032420333,0.021985000503059553
0.020608278894903433,0.016637060472332453,0.00428947240416274,0.04399216630931608
0.0253377431688657,0.03303166013904237,0.011233836090759269,0.08021034482781884
0.031152588344006367,0.06504910331201988,0.0251902038522905,0.1338396503464185
0.038301902188495746,0.1171808508411238,0.05302010599790854,0.2644416434967777
0.047091936472731265,0.21850826374008664,0.10450187642689823,0.46490243279558796
0.05789922573134877,0.3644215894742257,0.20688999108700012,0.751646755844157
0.07118671669471166,0.6683647413330036,0.4071803829489001,1.2401288566431443
0.08752359931869319,1.190815416943242,0.7926397404067785,2.051936529366446
0.1076096889051806,2.174452657457482,1.5113867949466668,3.3877150707403025
0.1323054037586471,3.9001498978185825,2.85341306547584,5.922352882903286
0.1626686225174647,7.083879593527254,5.218618405107614,9.847528623499825
0.19999999999999998,12.401637666637603,9.470539589056694,16.727640830706637
0.24589868273892496,21.66247309329512,16.717609792375903,27.609650366413206
0.30233081086369235,36.724960383063646,28.929667203626053,46.16840562941141
0.3717137407138651,61.01548033891359,48.43516601882618,74.7684656052213
0.4570195959874887,100.61152392643551,80.61884042605429,121.44743608930642
0.5619025831959957,163.9561774512854,133.95177091300286,196.68171549659243
0.6908555251774727,271.365433677624,220.72671734309327,323.0879125112088
0.8494023180202439,452.39537625893774,372.5550496263058,533.6652653759805
1.044334555582837,758.9017752437138,630.0119474166006,902.5526427547874
1.2840024577828009,1302.7876164516574,1095.9274355998114,1583.2678477650063
1.5786725650116644,2308.0803841819757,1910.9963824378285,2919.1673164297576
1.9409675210622408,4251.36084173237,3397.32044173535,5739.6689563181435
2.3864067833412084,8087.996320369546,6248.278548906723,11467.834432419624
2.934071422514191,15589.553947371494,11814.10373968875,22792.62865581934
3.607421489290817,30371.53418355378,22246.906497900887,44702.31919782837
